anon_id,arm,model,query_id,query_type,hop_count,source_file
A0465,Vector-Gated v2,llama3.1:8b,Q71,2-hop_author_vibe,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0466,Planned,qwen2.5:7b,Q34,1-hop_author,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0467,Pure ReAct,llama3.1:8b,Q25,runtime_similarity,1,eval_results_pure_react_llama31_20260706_015432.json
A0468,Vector-Gated v2,llama3.1:8b,Q93,collaborative_shared_ddc,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0469,CoT-RAG,qwen2.5:7b,Q96,runtime_similarity,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0470,CoT-RAG,qwen2.5:7b,Q57,1-hop_publisher_city,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0471,Vector-Gated v2,llama3.1:8b,Q12,2-hop_vibe_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0472,Pure ReAct,llama3.1:8b,Q17,2-hop_ddc_branch,2,eval_results_pure_react_llama31_20260706_015432.json
A0473,Pure ReAct,llama3.1:8b,Q91,collaborative_shared_vibe,3,eval_results_pure_react_llama31_20260706_015432.json
A0474,Planned,llama3.1:8b,Q72,2-hop_author_vibe,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0475,Vector-Gated v2,qwen2.5:7b,Q32,1-hop_author,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0476,Vector-Gated v2,qwen2.5:7b,Q23,collaborative_shared_vibe,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0477,Standard RAG,llama3.1:8b,Q39,1-hop_setting,1,eval_results_standard_20260706_081128.json
A0478,Standard RAG,qwen2.5:7b,Q02,1-hop_vibe,1,eval_results_standard_20260706_112205.json
A0479,Planned,qwen2.5:7b,Q57,1-hop_publisher_city,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0480,Pure ReAct,llama3.1:8b,Q44,1-hop_category,1,eval_results_pure_react_llama31_20260706_015432.json
A0481,Standard RAG,qwen2.5:7b,Q93,collaborative_shared_ddc,3,eval_results_standard_20260706_112205.json
A0482,Act-only,llama3.1:8b,Q65,2-hop_vibe_category,2,eval_results_act_only_llama31_20260706_015432.json
A0483,CoT-RAG,qwen2.5:7b,Q47,1-hop_ddc,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0484,CoT-RAG,llama3.1:8b,Q95,runtime_similarity,1,eval_results_cot_rag_llama31_20260706_015432.json
A0485,Act-only,llama3.1:8b,Q90,collaborative_shared_vibe,3,eval_results_act_only_llama31_20260706_015432.json
A0486,Pure ReAct,llama3.1:8b,Q14,2-hop_author_vibe,2,eval_results_pure_react_llama31_20260706_015432.json
A0487,Planned,qwen2.5:7b,Q76,2-hop_author_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0488,CoT-RAG,llama3.1:8b,Q97,runtime_similarity,1,eval_results_cot_rag_llama31_20260706_015432.json
A0489,Vector-Gated v2,qwen2.5:7b,Q93,collaborative_shared_ddc,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0490,Vector-Gated v2,llama3.1:8b,Q26,runtime_similarity,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0491,Act-only,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_act_only_qwen25_20260706_050120.json
A0492,Act-only,llama3.1:8b,Q20,3-hop_vibe_setting_category,3,eval_results_act_only_llama31_20260706_015432.json
A0493,Act-only,qwen2.5:7b,Q60,2-hop_vibe_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0494,Act-only,qwen2.5:7b,Q09,2-hop_vibe_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0495,CoT-RAG,qwen2.5:7b,Q68,2-hop_setting_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0496,CoT-RAG,qwen2.5:7b,Q83,2-hop_collectiontype_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0497,Planned,llama3.1:8b,Q57,1-hop_publisher_city,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0498,Vector-Gated v2,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0499,CoT-RAG,qwen2.5:7b,Q11,2-hop_vibe_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0500,Planned,llama3.1:8b,Q48,1-hop_ddc,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0501,Standard RAG,qwen2.5:7b,Q89,collaborative_shared_vibe,3,eval_results_standard_20260706_112205.json
A0502,Act-only,qwen2.5:7b,Q82,2-hop_collectiontype_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0503,Planned,llama3.1:8b,Q36,1-hop_vibe,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0504,Pure ReAct,qwen2.5:7b,Q29,branch_filter_author,2,eval_results_pure_react_qwen25_20260706_050120.json
A0505,CoT-RAG,llama3.1:8b,Q39,1-hop_setting,1,eval_results_cot_rag_llama31_20260706_015432.json
A0506,Pure ReAct,qwen2.5:7b,Q17,2-hop_ddc_branch,2,eval_results_pure_react_qwen25_20260706_050120.json
A0507,Act-only,llama3.1:8b,Q86,3-hop_vibe_setting_category,3,eval_results_act_only_llama31_20260706_015432.json
A0508,Vector-Gated v2,llama3.1:8b,Q24,collaborative_shared_ddc,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0509,Vector-Gated v2,qwen2.5:7b,Q06,1-hop_language,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0510,CoT-RAG,qwen2.5:7b,Q43,1-hop_category,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0511,Planned,llama3.1:8b,Q42,1-hop_setting,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0512,Standard RAG,qwen2.5:7b,Q30,branch_filter_vibe,2,eval_results_standard_20260706_112205.json
A0513,Act-only,qwen2.5:7b,Q96,runtime_similarity,1,eval_results_act_only_qwen25_20260706_050120.json
A0514,Act-only,qwen2.5:7b,Q81,2-hop_ddc_branch,2,eval_results_act_only_qwen25_20260706_050120.json
A0515,Vector-Gated v2,qwen2.5:7b,Q92,collaborative_shared_ddc,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0516,Pure ReAct,qwen2.5:7b,Q45,1-hop_category,1,eval_results_pure_react_qwen25_20260706_050120.json
A0517,Act-only,qwen2.5:7b,Q100,branch_filter_author,2,eval_results_act_only_qwen25_20260706_050120.json
A0518,Standard RAG,llama3.1:8b,Q32,1-hop_author,1,eval_results_standard_20260706_081128.json
A0519,Standard RAG,llama3.1:8b,Q42,1-hop_setting,1,eval_results_standard_20260706_081128.json
A0520,Vector-Gated v2,llama3.1:8b,Q52,1-hop_language,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0521,Planned,llama3.1:8b,Q62,2-hop_vibe_setting,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0522,Pure ReAct,qwen2.5:7b,Q43,1-hop_category,1,eval_results_pure_react_qwen25_20260706_050120.json
A0523,Standard RAG,llama3.1:8b,Q54,1-hop_character,1,eval_results_standard_20260706_081128.json
A0524,Standard RAG,llama3.1:8b,Q20,3-hop_vibe_setting_category,3,eval_results_standard_20260706_081128.json
A0525,Vector-Gated v2,qwen2.5:7b,Q94,collaborative_shared_ddc,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0526,Vector-Gated v2,llama3.1:8b,Q87,3-hop_vibe_setting_category,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0527,CoT-RAG,llama3.1:8b,Q59,2-hop_vibe_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0528,Act-only,llama3.1:8b,Q32,1-hop_author,1,eval_results_act_only_llama31_20260706_015432.json
A0529,CoT-RAG,llama3.1:8b,Q85,3-hop_vibe_setting_category,3,eval_results_cot_rag_llama31_20260706_015432.json
A0530,Vector-Gated v2,llama3.1:8b,Q82,2-hop_collectiontype_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0531,CoT-RAG,qwen2.5:7b,Q46,1-hop_category,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0532,Pure ReAct,llama3.1:8b,Q85,3-hop_vibe_setting_category,3,eval_results_pure_react_llama31_20260706_015432.json
A0533,Vector-Gated v2,qwen2.5:7b,Q35,1-hop_vibe,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0534,CoT-RAG,llama3.1:8b,Q17,2-hop_ddc_branch,2,eval_results_cot_rag_llama31_20260706_015432.json
A0535,CoT-RAG,qwen2.5:7b,Q36,1-hop_vibe,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0536,Pure ReAct,qwen2.5:7b,Q38,1-hop_vibe,1,eval_results_pure_react_qwen25_20260706_050120.json
A0537,CoT-RAG,llama3.1:8b,Q67,2-hop_setting_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0538,Vector-Gated v2,llama3.1:8b,Q23,collaborative_shared_vibe,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0539,Planned,qwen2.5:7b,Q59,2-hop_vibe_setting,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0540,Act-only,llama3.1:8b,Q73,2-hop_author_setting,2,eval_results_act_only_llama31_20260706_015432.json
A0541,Planned,llama3.1:8b,Q27,runtime_similarity,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0542,Act-only,llama3.1:8b,Q39,1-hop_setting,1,eval_results_act_only_llama31_20260706_015432.json
A0543,Standard RAG,llama3.1:8b,Q86,3-hop_vibe_setting_category,3,eval_results_standard_20260706_081128.json
A0544,Act-only,qwen2.5:7b,Q46,1-hop_category,1,eval_results_act_only_qwen25_20260706_050120.json
A0545,Act-only,llama3.1:8b,Q04,1-hop_category,1,eval_results_act_only_llama31_20260706_015432.json
A0546,Standard RAG,llama3.1:8b,Q28,branch_filter_vibe,2,eval_results_standard_20260706_081128.json
A0547,Pure ReAct,llama3.1:8b,Q79,2-hop_ddc_branch,2,eval_results_pure_react_llama31_20260706_015432.json
A0548,Planned,llama3.1:8b,Q54,1-hop_character,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0549,Standard RAG,qwen2.5:7b,Q70,2-hop_author_vibe,2,eval_results_standard_20260706_112205.json
A0550,Act-only,llama3.1:8b,Q15,2-hop_author_setting,2,eval_results_act_only_llama31_20260706_015432.json
A0551,CoT-RAG,qwen2.5:7b,Q45,1-hop_category,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0552,Act-only,qwen2.5:7b,Q69,2-hop_setting_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0553,Standard RAG,llama3.1:8b,Q30,branch_filter_vibe,2,eval_results_standard_20260706_081128.json
A0554,Vector-Gated v2,qwen2.5:7b,Q55,1-hop_character,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0555,Pure ReAct,qwen2.5:7b,Q03,1-hop_setting,1,eval_results_pure_react_qwen25_20260706_050120.json
A0556,CoT-RAG,llama3.1:8b,Q80,2-hop_ddc_branch,2,eval_results_cot_rag_llama31_20260706_015432.json
A0557,Pure ReAct,llama3.1:8b,Q24,collaborative_shared_ddc,3,eval_results_pure_react_llama31_20260706_015432.json
A0558,Act-only,llama3.1:8b,Q100,branch_filter_author,2,eval_results_act_only_llama31_20260706_015432.json
A0559,CoT-RAG,llama3.1:8b,Q26,runtime_similarity,1,eval_results_cot_rag_llama31_20260706_015432.json
A0560,Pure ReAct,llama3.1:8b,Q100,branch_filter_author,2,eval_results_pure_react_llama31_20260706_015432.json
A0561,Vector-Gated v2,qwen2.5:7b,Q69,2-hop_setting_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0562,Vector-Gated v2,qwen2.5:7b,Q39,1-hop_setting,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0563,CoT-RAG,qwen2.5:7b,Q06,1-hop_language,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0564,CoT-RAG,qwen2.5:7b,Q61,2-hop_vibe_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0565,Planned,llama3.1:8b,Q78,2-hop_author_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0566,Vector-Gated v2,qwen2.5:7b,Q11,2-hop_vibe_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0567,CoT-RAG,qwen2.5:7b,Q90,collaborative_shared_vibe,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0568,Standard RAG,llama3.1:8b,Q21,3-hop_vibe_setting_category,3,eval_results_standard_20260706_081128.json
A0569,CoT-RAG,qwen2.5:7b,Q99,branch_filter_vibe,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0570,Planned,llama3.1:8b,Q25,runtime_similarity,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0571,CoT-RAG,llama3.1:8b,Q12,2-hop_vibe_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0572,Standard RAG,llama3.1:8b,Q64,2-hop_vibe_category,2,eval_results_standard_20260706_081128.json
A0573,Act-only,llama3.1:8b,Q26,runtime_similarity,1,eval_results_act_only_llama31_20260706_015432.json
A0574,Act-only,llama3.1:8b,Q78,2-hop_author_category,2,eval_results_act_only_llama31_20260706_015432.json
A0575,Vector-Gated v2,qwen2.5:7b,Q18,2-hop_collectiontype_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0576,Planned,qwen2.5:7b,Q85,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0577,Act-only,llama3.1:8b,Q18,2-hop_collectiontype_category,2,eval_results_act_only_llama31_20260706_015432.json
A0578,Vector-Gated v2,llama3.1:8b,Q10,2-hop_vibe_setting,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0579,Planned,qwen2.5:7b,Q23,collaborative_shared_vibe,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0580,Planned,llama3.1:8b,Q18,2-hop_collectiontype_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0581,Standard RAG,qwen2.5:7b,Q57,1-hop_publisher_city,1,eval_results_standard_20260706_112205.json
A0582,CoT-RAG,qwen2.5:7b,Q93,collaborative_shared_ddc,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0583,CoT-RAG,llama3.1:8b,Q37,1-hop_vibe,1,eval_results_cot_rag_llama31_20260706_015432.json
A0584,Standard RAG,qwen2.5:7b,Q55,1-hop_character,1,eval_results_standard_20260706_112205.json
A0585,Planned,llama3.1:8b,Q53,1-hop_character,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0586,Planned,llama3.1:8b,Q13,2-hop_setting_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0587,Planned,llama3.1:8b,Q90,collaborative_shared_vibe,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0588,Planned,llama3.1:8b,Q95,runtime_similarity,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0589,Pure ReAct,llama3.1:8b,Q51,1-hop_language,1,eval_results_pure_react_llama31_20260706_015432.json
A0590,Vector-Gated v2,llama3.1:8b,Q25,runtime_similarity,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0591,Planned,qwen2.5:7b,Q22,collaborative_shared_vibe,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0592,Vector-Gated v2,qwen2.5:7b,Q34,1-hop_author,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0593,Standard RAG,llama3.1:8b,Q80,2-hop_ddc_branch,2,eval_results_standard_20260706_081128.json
A0594,Act-only,llama3.1:8b,Q51,1-hop_language,1,eval_results_act_only_llama31_20260706_015432.json
A0595,CoT-RAG,llama3.1:8b,Q82,2-hop_collectiontype_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0596,Vector-Gated v2,llama3.1:8b,Q75,2-hop_author_setting,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0597,Act-only,llama3.1:8b,Q97,runtime_similarity,1,eval_results_act_only_llama31_20260706_015432.json
A0598,Act-only,qwen2.5:7b,Q34,1-hop_author,1,eval_results_act_only_qwen25_20260706_050120.json
A0599,Vector-Gated v2,llama3.1:8b,Q08,1-hop_publisher_city,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0600,CoT-RAG,llama3.1:8b,Q54,1-hop_character,1,eval_results_cot_rag_llama31_20260706_015432.json
A0601,CoT-RAG,llama3.1:8b,Q66,2-hop_vibe_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0602,Planned,llama3.1:8b,Q37,1-hop_vibe,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0603,Planned,llama3.1:8b,Q41,1-hop_setting,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0604,Standard RAG,qwen2.5:7b,Q63,2-hop_vibe_category,2,eval_results_standard_20260706_112205.json
A0605,Act-only,llama3.1:8b,Q57,1-hop_publisher_city,1,eval_results_act_only_llama31_20260706_015432.json
A0606,Vector-Gated v2,llama3.1:8b,Q41,1-hop_setting,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0607,Act-only,llama3.1:8b,Q37,1-hop_vibe,1,eval_results_act_only_llama31_20260706_015432.json
A0608,Act-only,qwen2.5:7b,Q17,2-hop_ddc_branch,2,eval_results_act_only_qwen25_20260706_050120.json
A0609,Vector-Gated v2,qwen2.5:7b,Q67,2-hop_setting_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0610,CoT-RAG,qwen2.5:7b,Q25,runtime_similarity,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0611,Vector-Gated v2,llama3.1:8b,Q100,branch_filter_author,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0612,Act-only,qwen2.5:7b,Q73,2-hop_author_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0613,Vector-Gated v2,qwen2.5:7b,Q08,1-hop_publisher_city,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0614,Pure ReAct,qwen2.5:7b,Q11,2-hop_vibe_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0615,Standard RAG,qwen2.5:7b,Q37,1-hop_vibe,1,eval_results_standard_20260706_112205.json
A0616,Act-only,llama3.1:8b,Q68,2-hop_setting_category,2,eval_results_act_only_llama31_20260706_015432.json
A0617,Standard RAG,qwen2.5:7b,Q25,runtime_similarity,1,eval_results_standard_20260706_112205.json
A0618,Pure ReAct,qwen2.5:7b,Q73,2-hop_author_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0619,Act-only,qwen2.5:7b,Q71,2-hop_author_vibe,2,eval_results_act_only_qwen25_20260706_050120.json
A0620,Vector-Gated v2,qwen2.5:7b,Q13,2-hop_setting_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0621,Act-only,llama3.1:8b,Q76,2-hop_author_category,2,eval_results_act_only_llama31_20260706_015432.json
A0622,Act-only,qwen2.5:7b,Q31,1-hop_author,1,eval_results_act_only_qwen25_20260706_050120.json
A0623,Standard RAG,qwen2.5:7b,Q81,2-hop_ddc_branch,2,eval_results_standard_20260706_112205.json
A0624,Planned,llama3.1:8b,Q97,runtime_similarity,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0625,Planned,qwen2.5:7b,Q16,2-hop_author_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0626,Vector-Gated v2,llama3.1:8b,Q29,branch_filter_author,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0627,Standard RAG,llama3.1:8b,Q06,1-hop_language,1,eval_results_standard_20260706_081128.json
A0628,Pure ReAct,qwen2.5:7b,Q83,2-hop_collectiontype_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0629,CoT-RAG,llama3.1:8b,Q50,1-hop_ddc,1,eval_results_cot_rag_llama31_20260706_015432.json
A0630,Planned,qwen2.5:7b,Q38,1-hop_vibe,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0631,Act-only,qwen2.5:7b,Q07,1-hop_character,1,eval_results_act_only_qwen25_20260706_050120.json
A0632,Planned,qwen2.5:7b,Q52,1-hop_language,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0633,Standard RAG,qwen2.5:7b,Q100,branch_filter_author,2,eval_results_standard_20260706_112205.json
A0634,Act-only,qwen2.5:7b,Q90,collaborative_shared_vibe,3,eval_results_act_only_qwen25_20260706_050120.json
A0635,Act-only,llama3.1:8b,Q25,runtime_similarity,1,eval_results_act_only_llama31_20260706_015432.json
A0636,Planned,qwen2.5:7b,Q49,1-hop_ddc,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0637,Planned,qwen2.5:7b,Q33,1-hop_author,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0638,Pure ReAct,llama3.1:8b,Q26,runtime_similarity,1,eval_results_pure_react_llama31_20260706_015432.json
A0639,Act-only,llama3.1:8b,Q87,3-hop_vibe_setting_category,3,eval_results_act_only_llama31_20260706_015432.json
A0640,Vector-Gated v2,llama3.1:8b,Q51,1-hop_language,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0641,Standard RAG,llama3.1:8b,Q48,1-hop_ddc,1,eval_results_standard_20260706_081128.json
A0642,Vector-Gated v2,qwen2.5:7b,Q66,2-hop_vibe_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0643,Standard RAG,qwen2.5:7b,Q51,1-hop_language,1,eval_results_standard_20260706_112205.json
A0644,CoT-RAG,llama3.1:8b,Q04,1-hop_category,1,eval_results_cot_rag_llama31_20260706_015432.json
A0645,CoT-RAG,llama3.1:8b,Q31,1-hop_author,1,eval_results_cot_rag_llama31_20260706_015432.json
A0646,CoT-RAG,qwen2.5:7b,Q18,2-hop_collectiontype_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0647,Vector-Gated v2,qwen2.5:7b,Q70,2-hop_author_vibe,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0648,Vector-Gated v2,qwen2.5:7b,Q56,1-hop_publisher_city,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0649,CoT-RAG,qwen2.5:7b,Q44,1-hop_category,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0650,Vector-Gated v2,llama3.1:8b,Q88,3-hop_vibe_setting_category,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0651,Pure ReAct,llama3.1:8b,Q49,1-hop_ddc,1,eval_results_pure_react_llama31_20260706_015432.json
A0652,Act-only,qwen2.5:7b,Q28,branch_filter_vibe,2,eval_results_act_only_qwen25_20260706_050120.json
A0653,CoT-RAG,llama3.1:8b,Q91,collaborative_shared_vibe,3,eval_results_cot_rag_llama31_20260706_015432.json
A0654,Standard RAG,llama3.1:8b,Q87,3-hop_vibe_setting_category,3,eval_results_standard_20260706_081128.json
A0655,Standard RAG,qwen2.5:7b,Q74,2-hop_author_setting,2,eval_results_standard_20260706_112205.json
A0656,Planned,llama3.1:8b,Q07,1-hop_character,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0657,Pure ReAct,qwen2.5:7b,Q10,2-hop_vibe_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0658,Planned,llama3.1:8b,Q14,2-hop_author_vibe,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0659,Pure ReAct,llama3.1:8b,Q60,2-hop_vibe_setting,2,eval_results_pure_react_llama31_20260706_015432.json
A0660,Pure ReAct,qwen2.5:7b,Q98,branch_filter_vibe,2,eval_results_pure_react_qwen25_20260706_050120.json
A0661,Planned,qwen2.5:7b,Q46,1-hop_category,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0662,CoT-RAG,qwen2.5:7b,Q30,branch_filter_vibe,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0663,Pure ReAct,llama3.1:8b,Q22,collaborative_shared_vibe,3,eval_results_pure_react_llama31_20260706_015432.json
A0664,Planned,qwen2.5:7b,Q78,2-hop_author_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0665,Planned,llama3.1:8b,Q91,collaborative_shared_vibe,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0666,Pure ReAct,qwen2.5:7b,Q75,2-hop_author_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0667,CoT-RAG,llama3.1:8b,Q94,collaborative_shared_ddc,3,eval_results_cot_rag_llama31_20260706_015432.json
A0668,CoT-RAG,qwen2.5:7b,Q12,2-hop_vibe_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0669,Standard RAG,llama3.1:8b,Q01,1-hop_author,1,eval_results_standard_20260706_081128.json
A0670,Act-only,qwen2.5:7b,Q62,2-hop_vibe_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0671,Act-only,llama3.1:8b,Q16,2-hop_author_category,2,eval_results_act_only_llama31_20260706_015432.json
A0672,CoT-RAG,qwen2.5:7b,Q09,2-hop_vibe_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0673,Act-only,qwen2.5:7b,Q83,2-hop_collectiontype_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0674,Pure ReAct,llama3.1:8b,Q31,1-hop_author,1,eval_results_pure_react_llama31_20260706_015432.json
A0675,Planned,qwen2.5:7b,Q92,collaborative_shared_ddc,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0676,Planned,qwen2.5:7b,Q60,2-hop_vibe_setting,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0677,Act-only,llama3.1:8b,Q31,1-hop_author,1,eval_results_act_only_llama31_20260706_015432.json
A0678,Vector-Gated v2,qwen2.5:7b,Q80,2-hop_ddc_branch,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0679,Pure ReAct,qwen2.5:7b,Q81,2-hop_ddc_branch,2,eval_results_pure_react_qwen25_20260706_050120.json
A0680,Vector-Gated v2,llama3.1:8b,Q36,1-hop_vibe,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0681,CoT-RAG,qwen2.5:7b,Q03,1-hop_setting,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0682,Vector-Gated v2,qwen2.5:7b,Q87,3-hop_vibe_setting_category,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0683,Planned,qwen2.5:7b,Q55,1-hop_character,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0684,Act-only,llama3.1:8b,Q19,3-hop_vibe_setting_category,3,eval_results_act_only_llama31_20260706_015432.json
A0685,Vector-Gated v2,qwen2.5:7b,Q54,1-hop_character,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0686,CoT-RAG,qwen2.5:7b,Q17,2-hop_ddc_branch,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0687,Act-only,qwen2.5:7b,Q20,3-hop_vibe_setting_category,3,eval_results_act_only_qwen25_20260706_050120.json
A0688,Vector-Gated v2,llama3.1:8b,Q69,2-hop_setting_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0689,Standard RAG,qwen2.5:7b,Q28,branch_filter_vibe,2,eval_results_standard_20260706_112205.json
A0690,Vector-Gated v2,llama3.1:8b,Q34,1-hop_author,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0691,Pure ReAct,qwen2.5:7b,Q13,2-hop_setting_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0692,Planned,qwen2.5:7b,Q01,1-hop_author,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0693,Planned,llama3.1:8b,Q49,1-hop_ddc,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0694,Pure ReAct,llama3.1:8b,Q81,2-hop_ddc_branch,2,eval_results_pure_react_llama31_20260706_015432.json
A0695,Pure ReAct,qwen2.5:7b,Q33,1-hop_author,1,eval_results_pure_react_qwen25_20260706_050120.json
A0696,Vector-Gated v2,qwen2.5:7b,Q100,branch_filter_author,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
